,datetime,open,high,low,close,volume
230,2020-04-25,7504.62,7722.33,7433.0,7534.01,243266.807
231,2020-04-26,7534.01,7709.57,7476.86,7694.17,269921.936
232,2020-04-27,7693.63,7795.6,7623.98,7774.0,290336.169
233,2020-04-28,7774.0,7780.0,7662.49,7735.75,217652.761
234,2020-04-29,7735.76,8988.66,7710.0,8784.2,871197.569
235,2020-04-30,8784.05,9479.77,8400.0,8624.76,944211.711
236,2020-05-01,8623.61,9065.0,8619.84,8830.52,417820.386
237,2020-05-02,8830.52,9020.0,8755.01,8975.18,295769.728
238,2020-05-03,8975.18,9200.0,8727.24,8900.0,451322.713
239,2020-05-04,8899.99,8954.94,8526.0,8873.98,440135.307
240,2020-05-05,8873.99,9118.17,8766.12,9022.78,409920.13
241,2020-05-06,9022.76,9405.0,8916.01,9148.27,507753.8
242,2020-05-07,9148.29,10080.0,9022.0,9995.0,738920.219
243,2020-05-08,9994.74,10045.03,9726.0,9807.49,458034.211
244,2020-05-09,9809.63,9923.98,9528.23,9550.67,411941.957
245,2020-05-10,9550.25,9580.0,7940.0,8719.53,842909.031
246,2020-05-11,8723.23,9164.0,8151.12,8561.09,805164.964
247,2020-05-12,8560.73,8981.0,8520.43,8808.71,369716.041
248,2020-05-13,8808.71,9397.0,8790.04,9305.91,379719.0
249,2020-05-14,9305.91,9950.0,9250.66,9786.8,602528.438
250,2020-05-15,9787.62,9843.5,9100.0,9310.73,504107.096
251,2020-05-16,9311.21,9585.0,9210.03,9374.99,287768.201
252,2020-05-17,9374.99,9880.0,9317.16,9678.57,300859.34
253,2020-05-18,9677.31,9958.67,9450.0,9731.1,363732.37
254,2020-05-19,9731.11,9900.0,9462.0,9773.64,376313.845
255,2020-05-20,9772.66,9838.0,9281.42,9508.11,334423.59
256,2020-05-21,9508.0,9573.0,8812.2,9060.0,461439.193
257,2020-05-22,9060.0,9259.38,8920.0,9166.4,276008.073
258,2020-05-23,9166.43,9300.0,9076.9,9176.41,201589.66
259,2020-05-24,9176.32,9294.44,8674.0,8711.37,339643.378
260,2020-05-25,8711.37,8977.0,8623.38,8895.65,302980.106
261,2020-05-26,8895.66,9011.82,8693.18,8837.05,275619.158
262,2020-05-27,8837.88,9230.0,8811.0,9197.32,272253.998
263,2020-05-28,9197.32,9621.65,9110.97,9569.59,327412.374
264,2020-05-29,9569.58,9598.0,9317.42,9422.26,238691.299
265,2020-05-30,9422.11,9753.0,9326.01,9695.0,255234.058
266,2020-05-31,9694.38,9698.0,9371.76,9446.43,219829.356
267,2020-06-01,9446.49,10497.25,9420.85,10232.48,333740.457
268,2020-06-02,10232.41,10262.3,9264.15,9514.9,354168.517
269,2020-06-03,9514.9,9694.75,9382.33,9663.59,185389.412
270,2020-06-04,9663.58,9884.0,9440.0,9788.33,264515.319
271,2020-06-05,9788.32,9855.0,9580.52,9617.29,237103.042
272,2020-06-06,9616.64,9738.77,9528.0,9664.0,152526.703
273,2020-06-07,9664.01,9823.13,9373.0,9743.92,253986.313
274,2020-06-08,9743.92,9816.0,9631.0,9778.87,162086.419
275,2020-06-09,9778.87,9890.0,9550.03,9771.66,204422.819
276,2020-06-10,9771.66,10015.99,9681.21,9884.99,193628.149
277,2020-06-11,9884.99,9970.1,9055.07,9278.03,404046.613
278,2020-06-12,9277.72,9550.0,9238.0,9458.91,211611.34
279,2020-06-13,9458.77,9497.85,9340.0,9468.54,113449.075
280,2020-06-14,9468.55,9477.0,9240.97,9339.61,143978.523
281,2020-06-15,9339.7,9490.83,8888.43,9422.01,413865.727
282,2020-06-16,9422.01,9595.0,9370.0,9519.12,225713.247
283,2020-06-17,9519.13,9569.0,9231.03,9458.45,227477.39
284,2020-06-18,9458.45,9483.85,9272.41,9381.59,158349.247
285,2020-06-19,9381.99,9453.0,9239.0,9307.0,219510.059
286,2020-06-20,9307.0,9394.29,9165.0,9354.04,154462.29
287,2020-06-21,9353.84,9420.47,9279.0,9293.51,110599.558
288,2020-06-22,9293.39,9795.0,9273.0,9686.99,260561.647
289,2020-06-23,9686.99,9723.23,9585.0,9631.66,164673.499
290,2020-06-24,9631.65,9678.0,9210.0,9298.4,300450.251
291,2020-06-25,9298.78,9350.9,9005.0,9246.75,272566.502
292,2020-06-26,9246.75,9297.16,9038.52,9159.99,249348.67
293,2020-06-27,9159.99,9195.75,8816.4,9008.0,237840.165
294,2020-06-28,9008.0,9188.0,8932.68,9114.0,153842.891
295,2020-06-29,9114.01,9233.0,9022.0,9189.48,176660.525
296,2020-06-30,9189.99,9205.0,9063.97,9138.87,143469.832
297,2020-07-01,9138.88,9293.0,9090.0,9233.29,161642.185
298,2020-07-02,9233.29,9262.99,8936.0,9087.72,230747.519
299,2020-07-03,9087.72,9124.52,9036.06,9057.52,96947.338
300,2020-07-04,9058.07,9194.0,9042.84,9137.18,100215.438
301,2020-07-05,9137.18,9146.35,8900.0,9071.86,139545.566
302,2020-07-06,9071.87,9379.0,9058.1,9339.6,199643.828
303,2020-07-07,9339.59,9380.0,9201.23,9258.51,127833.975
304,2020-07-08,9258.51,9470.0,9233.47,9436.08,170243.001
305,2020-07-09,9436.08,9440.81,9164.33,9236.28,188355.856
306,2020-07-10,9236.29,9317.24,9121.42,9288.39,140849.874
307,2020-07-11,9288.39,9301.74,9178.91,9233.5,74976.521
308,2020-07-12,9233.5,9349.0,9155.0,9300.69,127841.882
309,2020-07-13,9300.7,9345.0,9200.0,9241.2,136117.659
310,2020-07-14,9241.18,9279.0,9116.0,9254.17,129704.278
311,2020-07-15,9254.17,9272.56,9156.0,9197.3,104107.708
312,2020-07-16,9197.75,9223.0,9044.02,9132.0,148089.45
313,2020-07-17,9132.0,9187.0,9087.0,9151.69,80940.584
314,2020-07-18,9151.7,9210.0,9121.98,9171.8,63233.596
315,2020-07-19,9171.79,9239.59,9108.0,9210.51,75554.579
316,2020-07-20,9210.68,9221.0,9131.01,9161.13,72429.691
317,2020-07-21,9161.28,9439.6,9152.62,9388.01,179211.347
318,2020-07-22,9388.0,9543.0,9272.0,9518.25,126598.902
319,2020-07-23,9518.25,9678.32,9439.86,9604.41,166990.147
320,2020-07-24,9604.41,9650.0,9470.0,9539.7,133975.068
321,2020-07-25,9539.7,9735.1,9526.31,9701.49,133377.589
322,2020-07-26,9701.54,10300.0,9655.2,9939.69,261998.786
323,2020-07-27,9939.68,11488.0,9928.61,11047.58,744752.4
324,2020-07-28,11047.58,11270.0,10580.0,10919.94,499486.679
325,2020-07-29,10919.94,11364.8,10844.34,11113.03,356188.761
326,2020-07-30,11113.01,11195.52,10826.55,11111.96,230327.988
327,2020-07-31,11111.97,11450.42,10971.78,11343.68,307399.731
328,2020-08-01,11343.67,11887.45,11201.0,11811.42,386322.642
329,2020-08-02,11811.43,12154.25,10490.0,11079.72,492803.351
330,2020-08-03,11080.7,11483.0,10923.0,11227.07,238654.591
331,2020-08-04,11227.07,11427.38,11025.0,11200.05,200044.934
332,2020-08-05,11200.06,11798.56,11103.0,11752.5,263510.011
333,2020-08-06,11752.5,11916.02,11571.78,11770.56,236459.595
334,2020-08-07,11769.97,11920.0,11318.93,11596.06,273935.127
335,2020-08-08,11596.26,11819.0,11513.69,11765.72,154707.303
336,2020-08-09,11765.72,11811.0,11526.9,11685.99,125463.463
337,2020-08-10,11685.99,12100.0,11384.9,11896.89,290418.014
338,2020-08-11,11896.86,11944.0,11127.0,11392.64,336861.638
339,2020-08-12,11392.64,11630.0,11140.0,11568.36,213799.491
340,2020-08-13,11568.37,11798.0,11272.0,11790.0,248214.725
341,2020-08-14,11790.0,11868.42,11644.6,11767.89,159019.959
342,2020-08-15,11767.89,11993.58,11682.0,11859.04,222262.987
343,2020-08-16,11858.91,11945.0,11688.0,11921.23,165733.721
344,2020-08-17,11921.32,12499.42,11780.0,12298.06,331435.112
345,2020-08-18,12298.06,12403.0,11810.0,11960.79,291349.888
346,2020-08-19,11962.03,12037.05,11574.78,11763.87,313267.066
347,2020-08-20,11763.88,11888.0,11676.03,11857.92,130981.044
348,2020-08-21,11858.53,11882.68,11491.0,11538.53,195106.536
349,2020-08-22,11538.53,11689.08,11385.06,11670.47,126696.73
350,2020-08-23,11670.48,11724.0,11522.15,11654.0,95608.033
351,2020-08-24,11654.0,11831.96,11595.0,11753.3,108781.125
352,2020-08-25,11753.29,11770.0,11130.0,11327.17,267234.771
353,2020-08-26,11327.18,11548.68,11255.95,11466.22,170305.024
354,2020-08-27,11466.22,11593.0,11130.82,11335.53,253778.342
355,2020-08-28,11335.83,11544.88,11283.19,11526.85,129477.627
356,2020-08-29,11526.85,11582.0,11419.34,11466.66,83715.229
357,2020-08-30,11466.27,11724.12,11457.88,11714.14,113266.672
358,2020-08-31,11714.13,11784.21,11575.78,11658.11,127272.378
359,2020-09-01,11658.11,12061.07,11531.34,11930.18,211680.828
360,2020-09-02,11930.17,11961.0,11156.0,11396.96,280411.964
361,2020-09-03,11396.44,11475.0,9901.16,10141.08,487812.737
362,2020-09-04,10141.4,10635.77,9878.65,10448.0,432563.841
363,2020-09-05,10448.0,10567.87,9808.58,10168.71,399307.282
364,2020-09-06,10168.23,10348.97,10003.0,10258.13,190207.654
365,2020-09-07,10258.13,10420.55,9879.68,10378.76,258476.949
366,2020-09-08,10379.3,10443.79,9842.01,10129.02,317802.322
367,2020-09-09,10130.0,10346.0,9981.13,10219.29,151222.689
368,2020-09-10,10219.29,10484.6,10211.67,10335.91,187667.873
369,2020-09-11,10335.91,10397.85,10200.8,10387.81,135929.303
370,2020-09-12,10387.81,10477.7,10271.0,10438.28,97429.037
371,2020-09-13,10438.29,10580.0,10209.01,10327.72,159021.843
372,2020-09-14,10327.72,10746.06,10241.57,10664.1,205260.236
373,2020-09-15,10664.1,10923.42,10592.0,10776.78,247657.23
374,2020-09-16,10776.88,11089.08,10661.9,10948.17,252881.019
375,2020-09-17,10948.16,11040.0,10740.0,10935.33,186484.361
376,2020-09-18,10935.97,11035.0,10810.1,10926.29,136028.351
377,2020-09-19,10926.3,11177.0,10880.0,11073.74,126239.232
378,2020-09-20,11073.2,11073.9,10751.0,10914.28,150450.562
379,2020-09-21,10915.52,10980.69,10281.0,10414.73,333047.145
380,2020-09-22,10414.73,10574.08,10353.1,10523.32,179900.686
381,2020-09-23,10523.32,10531.94,10132.21,10237.91,203027.542
382,2020-09-24,10237.91,10837.27,10191.0,10724.92,241646.573
383,2020-09-25,10724.91,10754.29,10551.56,10683.51,170930.773
384,2020-09-26,10683.5,10827.8,10642.23,10726.5,109340.491
385,2020-09-27,10726.5,10793.5,10584.0,10768.0,123440.716
386,2020-09-28,10768.0,11024.0,10627.19,10691.45,187105.377
387,2020-09-29,10691.94,10863.94,10631.49,10836.98,146888.319
388,2020-09-30,10836.99,10845.99,10660.05,10773.0,132834.116
389,2020-10-01,10773.0,10935.14,10442.0,10612.63,253619.622
390,2020-10-02,10612.62,10660.0,10371.03,10565.15,224747.037
391,2020-10-03,10565.44,10596.0,10491.11,10537.96,76315.911
392,2020-10-04,10537.96,10694.0,10514.0,10660.16,90912.105
393,2020-10-05,10660.16,10792.0,10608.9,10785.0,130589.137
394,2020-10-06,10784.99,10792.0,10510.66,10593.65,184895.25
395,2020-10-07,10593.65,10675.0,10540.29,10658.75,106700.522
396,2020-10-08,10658.75,10958.0,10523.0,10919.45,207938.861
397,2020-10-09,10919.45,11110.0,10818.44,11050.47,154336.818
398,2020-10-10,11050.46,11494.0,11050.46,11294.79,199398.012
399,2020-10-11,11294.78,11450.73,11273.77,11369.59,146323.076
400,2020-10-12,11369.59,11732.0,11157.0,11530.36,254217.203
401,2020-10-13,11530.37,11562.0,11308.0,11419.36,199115.115
402,2020-10-14,11419.36,11550.0,11280.5,11417.13,192936.97
403,2020-10-15,11417.12,11649.48,11250.0,11502.0,215260.399
404,2020-10-16,11502.0,11538.92,11175.0,11318.92,212339.085
405,2020-10-17,11319.51,11424.09,11250.0,11356.25,95892.966
406,2020-10-18,11356.25,11529.93,11342.54,11501.1,92472.191
407,2020-10-19,11501.5,11830.0,11404.01,11745.0,230161.648
408,2020-10-20,11744.99,12045.78,11673.0,11900.03,312811.802
409,2020-10-21,11900.03,13240.0,11876.0,12796.07,591963.069
