Unnamed: 0,datetime,open,high,low,close,volume,rsi,sma_50,macd,macd_signal,signals
76,2019-11-23,7261.89,7345.84,7073.38,7305.99,139643.311,17.131938681923387,8501.233199999999,-334.86391190464747,-162.69899844468708,0
77,2019-11-24,7306.19,7324.92,6855.91,6900.86,183676.078,6.5773511261142374,8476.8076,-402.24236632298744,-210.60767202034717,0
78,2019-11-25,6899.77,7386.29,6510.19,7102.03,333987.914,15.435996362801987,8461.7924,-434.4000458094588,-255.3661467781695,0
79,2019-11-26,7103.34,7340.06,7011.9,7150.0,193962.094,13.970155963620016,8441.0548,-450.8177144007459,-294.4564603026848,0
80,2019-11-27,7149.97,7669.2,6850.0,7506.77,297842.994,25.874370692837232,8427.837800000001,-430.0827514520306,-321.58171853255396,0
81,2019-11-28,7506.78,7643.0,7356.0,7415.79,175000.609,26.28984364125644,8404.9582,-416.19384599133355,-340.5041440243099,0
82,2019-11-29,7417.0,7850.0,7394.57,7736.66,185819.186,36.54962110837213,8388.571000000002,-374.97280785555813,-347.39787679055956,0
83,2019-11-30,7737.23,7800.0,7444.18,7542.93,141966.392,33.73252945072218,8374.318000000001,-353.85817332917486,-348.68993609828266,0
84,2019-12-01,7541.08,7541.08,7222.29,7387.38,196291.252,31.73458171397165,8356.0612,-345.6913437335279,-348.0902176253317,0
85,2019-12-02,7388.0,7416.75,7137.74,7291.0,143966.953,34.24882430199551,8336.388,-343.0417610733084,-347.08052631492706,0
86,2019-12-03,7291.74,7404.42,7231.35,7290.86,84699.47,34.882090228483904,8315.2842,-337.0677374953784,-345.07796855101736,0
87,2019-12-04,7290.85,7800.0,7070.0,7191.0,274879.481,34.11884705344424,8295.904,-336.5120468004716,-343.3647842009082,0
88,2019-12-05,7189.42,7480.0,7142.54,7384.99,176315.108,45.38185334055883,8283.7596,-316.7667957226904,-338.04518650526467,0
89,2019-12-06,7384.66,7602.44,7295.73,7522.1,136218.707,55.53540026974887,8272.8176,-286.7494417931157,-327.7860375628349,0
90,2019-12-07,7521.13,7616.91,7467.44,7487.2,83208.782,53.881047739393026,8263.6828,-262.7478175828437,-314.7783935668367,0
91,2019-12-08,7487.19,7559.39,7376.0,7508.2,84380.338,65.56946708913976,8254.9042,-239.2736354513445,-299.6774419437383,0
92,2019-12-09,7507.87,7676.48,7269.05,7337.49,136440.176,56.13189858122044,8237.2894,-231.7733088759378,-286.0966153301782,0
93,2019-12-10,7338.2,7403.71,7152.0,7220.98,126662.794,51.784762383706294,8217.6742,-232.54993838095106,-275.3872799403328,0
94,2019-12-11,7220.92,7267.0,7117.74,7205.77,97320.727,40.861840747082475,8201.371799999999,-231.72160037626418,-266.65414402751907,0
95,2019-12-12,7206.78,7295.12,7080.0,7194.77,140594.105,42.947490682595614,8195.9672,-229.30940848796217,-259.1851969196077,0
96,2019-12-13,7194.08,7298.0,7190.0,7252.98,80178.833,31.45825346929385,8192.7998,-220.16276916250627,-251.3807113681874,0
97,2019-12-14,7252.98,7266.14,7007.86,7061.34,97837.512,31.508742829497535,8161.0266,-225.7751426919922,-246.25959763294838,0
98,2019-12-15,7060.79,7196.0,7004.77,7115.0,87933.233,38.653858970941066,8118.682200000001,-223.31879554054103,-241.67143721446692,0
99,2019-12-16,7115.45,7147.34,6831.0,6887.54,117597.89,34.84828000600871,8065.7666,-236.99432075760342,-240.73601392309422,0
100,2019-12-17,6887.48,6940.0,6550.0,6618.96,166411.289,29.00102510251024,8013.7986,-266.4331587965253,-245.87544289778046,0
101,2019-12-18,6618.96,7479.99,6427.0,7277.44,328489.593,52.00235352983145,7971.0470000000005,-233.9331810914473,-243.48699053651384,0
102,2019-12-19,7278.11,7367.87,7042.82,7146.29,158849.566,44.30478808180872,7930.666800000001,-216.26643866050017,-238.04288016131113,0
103,2019-12-20,7146.29,7217.08,7078.17,7184.39,86449.566,41.54291524133405,7891.354600000001,-196.92108275408282,-229.8185206798655,0
104,2019-12-21,7184.39,7185.0,7108.0,7131.01,44340.865,41.161933213901115,7849.354600000001,-183.7785835937375,-220.6105332626399,0
105,2019-12-22,7131.02,7517.61,7122.0,7502.92,129797.395,49.888419273034664,7813.657000000001,-141.71937674624587,-204.8323019593611,0
106,2019-12-23,7502.92,7691.0,7262.0,7314.01,215298.787,49.50759164499623,7775.979600000001,-122.22171466634427,-188.31018450075774,0
107,2019-12-24,7314.03,7434.55,7156.08,7252.04,149081.004,50.66662088030014,7733.1112,-110.4964043226455,-172.7474284651353,0
108,2019-12-25,7251.57,7267.63,7123.19,7201.45,96965.072,49.908669620809775,7690.8762,-104.08635884741034,-159.01521454159032,0
109,2019-12-26,7201.67,7438.8,7151.0,7197.46,133973.533,50.05703913860298,7647.953400000001,-98.19636471328067,-146.8514445759284,0
110,2019-12-27,7197.84,7270.0,7078.89,7248.4,112284.61,49.90258469601321,7608.5286,-88.39906030946622,-135.16096772263597,0
111,2019-12-28,7248.4,7359.15,7235.0,7311.48,91292.882,55.628206282062806,7579.257599999999,-74.68369007503134,-123.06551219311505,0
112,2019-12-29,7310.29,7527.0,7283.6,7383.67,102543.974,55.99514443953532,7550.7080000000005,-57.32818701300948,-109.91804715709395,0
113,2019-12-30,7383.68,7400.0,7215.58,7240.43,94375.362,58.181969942175094,7514.6904,-54.503810687914665,-98.8351998632581,0
114,2019-12-31,7240.8,7319.0,7141.0,7189.0,89203.437,64.69660094051645,7483.8918,-55.772532248734024,-90.22266634035329,0
115,2020-01-01,7189.43,7260.43,7170.15,7197.57,56801.329,46.90294311528171,7451.503200000001,-55.44731373087143,-83.26759581845693,0
116,2020-01-02,7197.57,7209.59,6922.0,6962.04,115295.677,43.39051390772188,7415.2488,-73.34935262735053,-81.28394718023566,0
117,2020-01-03,6962.34,7407.28,6863.44,7341.72,208493.458,54.53293458030091,7389.238200000001,-56.25141327128949,-76.27744039844643,0
118,2020-01-04,7341.6,7400.0,7269.21,7350.71,92586.033,56.49607928942295,7366.786999999999,-41.497399094645516,-69.32143213768624,0
119,2020-01-05,7350.54,7495.0,7303.0,7354.36,117765.972,44.38446883788441,7344.052999999999,-29.173913354031356,-61.29192838095527,1
120,2020-01-06,7354.36,7808.65,7345.0,7757.39,168150.317,64.42467856956952,7329.12,12.96424685133934,-46.44069333449635,0
121,2020-01-07,7757.74,8215.33,7733.0,8152.49,280809.162,74.07607445949488,7328.504599999999,77.34868294556054,-21.682818078484974,0
122,2020-01-08,8150.9,8468.42,7870.11,8059.84,321225.114,72.44661544817922,7327.0674,119.51997979492899,6.557741496197819,0
123,2020-01-09,8059.77,8060.0,7750.01,7818.59,187263.143,64.44938655301885,7321.5581999999995,131.95310433736995,31.636814064432247,0
124,2020-01-10,7817.91,8210.62,7670.0,8207.09,253783.948,69.27487745738655,7333.262,171.181870239996,59.545825299545,0
125,2020-01-11,8207.2,8292.19,8003.87,8020.56,164741.715,63.58213872522355,7348.4188,185.08598175641237,84.65385659091848,0
126,2020-01-12,8020.58,8195.0,7956.28,8186.7,108629.964,64.8473351600605,7366.033,207.1236077962667,109.14780683198813,0
127,2020-01-13,8186.22,8200.0,8053.78,8113.0,74581.364,66.55887655375273,7390.275799999999,216.149968849757,130.5482392355419,0
128,2020-01-14,8112.99,8893.0,8109.02,8825.0,290777.981,74.82308243205517,7424.7352,277.55637743753687,159.9498668759409,0
129,2020-01-15,8825.0,8921.2,8570.52,8825.3,237633.837,74.7597389756773,7458.2412,322.5277074998994,192.4654350007326,0
130,2020-01-16,8825.35,8868.21,8596.25,8725.08,167958.963,77.96931218945727,7482.6074,346.0913682895007,223.19062165848624,0
131,2020-01-17,8724.99,9039.0,8680.0,8918.72,205717.686,76.58731496779852,7512.666,376.0559302381689,253.76368337442278,0
132,2020-01-18,8918.73,8995.0,8816.0,8925.0,114708.682,76.56590133615033,7536.432799999999,395.7478698818468,282.1605206759076,0
133,2020-01-19,8925.0,9205.3,8440.91,8705.85,225314.525,71.25993789503823,7559.6912,389.1840292051629,303.5652223817587,0
134,2020-01-20,8705.98,8750.37,8526.06,8650.0,125161.675,65.76319795430385,7584.9436,375.1510027011491,317.8823784456368,0
135,2020-01-21,8650.0,8790.1,8448.6,8742.43,107577.153,61.6651638825614,7613.9722,367.25457449770784,327.756817656051,0
136,2020-01-22,8742.78,8820.0,8585.85,8684.57,94305.496,62.525412514786375,7641.8464,352.2670643725305,332.6588669993469,0
137,2020-01-23,8684.47,8694.0,8326.0,8409.6,163407.064,61.691268688898845,7666.2184,314.5753448798969,329.0421625754569,0
138,2020-01-24,8410.0,8528.0,8247.0,8441.96,144785.391,55.408187231455756,7687.357800000001,284.0413157061266,320.04199320159086,0
139,2020-01-25,8442.82,8455.0,8272.0,8344.64,96961.714,57.78207874288018,7703.8086,249.11828640239037,305.8572518417508,0
140,2020-01-26,8344.37,8624.45,8300.0,8611.21,117898.916,59.724646645133205,7726.2888,240.18282713134613,292.72236689966985,0
141,2020-01-27,8611.21,9015.48,8565.0,8913.61,172235.328,66.60086673440192,7754.397,254.56806186620815,285.0915058929775,0
142,2020-01-28,8913.61,9436.06,8905.0,9398.98,244467.546,63.13623713793988,7795.626800000001,301.6564587454741,288.40449646347685,0
143,2020-01-29,9399.72,9460.52,9242.0,9311.0,169460.643,60.686938919204394,7837.427200000001,328.09304936318586,296.3422070434187,0
144,2020-01-30,9311.23,9599.0,9210.42,9525.67,190137.536,66.770848607998,7883.8252,362.191198145003,309.51200526373555,0
145,2020-01-31,9525.67,9550.72,9220.0,9364.51,146644.026,59.467288489065034,7927.22,371.92266857924733,321.99413792683794,0
146,2020-02-01,9364.5,9477.76,9306.0,9392.74,109040.285,59.841687988149744,7970.0152,377.5605708444891,333.10742451036816,0
147,2020-02-02,9392.99,9489.92,9160.01,9338.2,148402.977,64.29549986209767,8015.5524,373.3242769401113,341.1507949963168,0
148,2020-02-03,9340.49,9647.61,9250.0,9300.64,159049.385,64.83163279262521,8059.2652,362.7545962236891,345.47155524179124,0
149,2020-02-04,9300.63,9368.0,9105.0,9198.35,147843.902,60.34639265095677,8105.481400000001,342.17966579089443,344.8131773516119,0
150,2020-02-05,9198.32,9799.08,9179.88,9630.0,212311.697,68.34311834758081,8165.7022,356.593840912883,347.16931006386613,0
151,2020-02-06,9630.0,9884.0,9550.0,9778.12,200556.367,77.92647190864497,8215.7158,375.63909104079175,352.8632662592513,0
152,2020-02-07,9777.97,9900.0,9736.66,9821.52,129740.767,78.02548288275116,8269.2204,389.74190420606465,360.238993848614,0
153,2020-02-08,9821.52,9956.0,9680.55,9906.43,129267.269,81.88823325234297,8323.6612,403.1230609115519,368.8158072612016,0
154,2020-02-09,9906.09,10184.34,9892.15,10167.38,143407.013,81.84657195597634,8384.3886,429.82940236557624,381.01852628207655,0
155,2020-02-10,10167.37,10213.56,9750.0,9865.56,184242.737,69.48600904755082,8431.6414,421.7780242755325,389.17042588076777,0
156,2020-02-11,9865.56,10409.96,9729.36,10229.06,190119.815,67.88364256844685,8489.9424,439.66052834429684,399.26844637347364,0
157,2020-02-12,10230.74,10479.98,10229.71,10339.99,159674.258,71.95197399017806,8551.7014,457.50977764780873,410.9167126283407,0
158,2020-02-13,10339.64,10540.0,10101.0,10239.63,213052.717,66.01223636640918,8612.465,458.27451966454464,420.3882740355815,0
159,2020-02-14,10240.02,10390.0,10123.37,10356.82,130975.746,72.70264705209453,8675.6522,462.99966489515464,428.91055220749615,0
160,2020-02-15,10356.27,10389.75,9752.3,9914.99,152146.127,60.046940228160295,8728.984,426.1796542935517,428.3643726247073,0
161,2020-02-16,9914.31,10060.45,9626.64,9921.86,141547.956,61.43812368208577,8781.1916,393.0233536308315,421.29616882593217,0
162,2020-02-17,9921.87,9971.0,9461.89,9716.0,185338.179,57.6361924932345,8827.8382,346.1454160331923,406.2660182673842,0
163,2020-02-18,9716.0,10270.0,9598.0,10174.32,166119.369,65.86576757886795,8886.516,342.03414964150033,393.41964454220744,0
164,2020-02-19,10174.53,10286.0,9293.07,9593.65,187495.927,49.436386922315975,8934.609,288.5939933557984,372.4545143049256,0
165,2020-02-20,9593.31,9700.0,9382.59,9601.99,143105.587,47.14533460834048,8982.6974,244.10140374898765,346.78389219373804,0
166,2020-02-21,9601.51,9759.59,9547.0,9681.39,98954.288,47.75501049359969,9037.0844,212.794658002922,319.98604535557484,0
167,2020-02-22,9681.39,9710.7,9565.0,9659.2,58419.547,45.95795607263025,9083.434,184.0714280536904,292.803121895198,0
168,2020-02-23,9658.95,10018.9,9657.0,9943.12,97134.358,46.36083344151632,9135.2822,182.1186817623693,270.6662338686323,0
169,2020-02-24,9943.12,10000.0,9487.38,9662.95,157965.671,46.68889215734342,9181.454,156.1635821693144,247.7657035287687,0
170,2020-02-25,9662.88,9686.78,9247.0,9326.0,168641.725,35.11275964391693,9212.8262,107.16954593920673,219.64647201085631,0
171,2020-02-26,9326.0,9384.0,8610.0,8792.22,267005.172,27.606522273825547,9225.6208,24.981858910612573,180.71354939080757,-1
172,2020-02-27,8793.96,8978.0,8533.9,8828.0,200638.488,29.187295614917147,9240.984,-36.84065211077177,137.2027090904917,0
173,2020-02-28,8827.12,8908.86,8450.0,8699.57,196066.11,25.646654969419643,9258.6036,-95.10238408352598,90.74169045568817,0
174,2020-02-29,8699.86,8799.83,8530.0,8531.98,103524.685,27.89497070265675,9265.1014,-153.03425518373479,41.98650132780358,0
175,2020-03-01,8532.5,8762.24,8409.0,8537.84,174332.916,27.8716831987107,9275.447,-196.2110287786727,-5.653004693491679,0
176,2020-03-02,8537.84,8972.0,8504.95,8919.7,160294.484,37.94675562928745,9290.107,-197.34119579717117,-43.99064291422758,0
177,2020-03-03,8919.7,8922.34,8657.41,8765.0,160123.605,26.50851435505598,9303.146999999999,-208.31849251198219,-76.85621283377851,0
178,2020-03-04,8765.0,8853.88,8669.23,8756.93,105462.12,32.762542026501464,9301.7856,-215.18869942515994,-104.5227101520548,0
179,2020-03-05,8755.98,9172.3,8755.98,9062.81,161840.623,40.105263930587476,9306.5358,-193.71836353747676,-122.3618408291392,0
180,2020-03-06,9062.62,9179.75,8994.14,9139.48,115011.583,40.04518985249005,9314.8238,-168.57313327176962,-131.6040993176653,0
181,2020-03-07,9139.77,9204.0,8850.0,8897.18,125804.999,37.04911011706483,9314.393,-166.28016786961416,-138.53931302805506,0
182,2020-03-08,8895.62,8897.71,7997.7,8038.46,237407.028,22.92024477075492,9296.662199999999,-231.09063465858526,-157.0495773541611,0
183,2020-03-09,8038.99,8182.31,7635.21,7932.15,334399.107,24.11229770558498,9281.188199999999,-287.71512419799546,-183.182686722928,0
184,2020-03-10,7932.45,8156.31,7733.0,7897.66,257068.702,26.51096551814871,9266.1414,-331.551574700974,-212.8564643185372,0
185,2020-03-11,7898.21,7988.0,7593.29,7938.39,220537.381,33.24108204868516,9250.060599999999,-358.868889770818,-242.05894940899339,0
186,2020-03-12,7938.39,7969.0,4347.0,4764.65,784747.02,14.264733041941142,9171.662199999999,-629.3575110959564,-319.518661746386,0
187,2020-03-13,4762.28,5971.0,3621.81,5570.26,935489.242,25.40828884107424,9114.8754,-769.841445056154,-409.58321840833963,0
188,2020-03-14,5569.84,5638.42,5040.0,5167.01,316242.586,24.500810070640597,9049.376400000001,-903.30217456849,-508.32700964036974,0
189,2020-03-15,5167.21,5954.47,5089.12,5357.32,356311.765,26.553967186818113,8989.63,-982.3899578095679,-603.1395992742094,0
190,2020-03-16,5354.81,5361.26,4413.62,5026.26,621555.792,21.081903313210063,8917.931,-1059.567338322554,-694.4251470838784,0
191,2020-03-17,5027.11,5529.98,4913.49,5307.38,429908.098,24.792294255394225,8845.8064,-1085.5335784586823,-772.6468333588392,0
192,2020-03-18,5306.42,5435.0,4982.75,5389.64,402005.703,25.713564468550075,8765.6196,-1086.9446944803358,-835.5064055831385,0
193,2020-03-19,5389.94,6400.0,5246.5,6159.6,499391.19,30.37451345428194,8702.5916,-1014.2421250445341,-871.2535494754177,0
194,2020-03-20,6159.41,6911.0,5650.0,6203.77,571898.016,30.067232208451088,8636.1536,-942.1995749162616,-885.4427545635865,0
195,2020-03-21,6204.47,6457.17,5854.01,6183.69,387679.649,31.002785008282217,8572.537199999999,-876.6204877796808,-883.6783012068055,0
196,2020-03-22,6183.84,6408.91,5730.35,5810.17,391002.795,33.26257659679628,8500.8858,-845.0473512734734,-875.9521112201392,0
197,2020-03-23,5810.3,6619.9,5670.0,6463.84,489746.087,39.80902196983053,8443.3986,-758.5357787825878,-852.4688447326289,0
198,2020-03-24,6463.21,6840.0,6369.0,6741.33,437968.553,42.236238362716655,8392.2124,-659.9758199503258,-813.9702397761683,0
199,2020-03-25,6740.86,6960.71,6436.26,6673.41,400684.542,41.53764436404894,8341.7136,-580.6535066777533,-767.3068931564853,0
200,2020-03-26,6673.57,6777.5,6500.0,6733.76,281245.628,72.57754937774752,8283.7888,-507.07501614593366,-715.2605177543751,0
201,2020-03-27,6733.76,6840.0,6230.0,6353.64,258213.519,59.95329430180317,8215.299200000001,-473.9723809298821,-667.0028903894765,0
202,2020-03-28,6353.64,6354.74,6004.0,6230.95,341944.185,64.55569783731721,8143.487799999999,-452.42310968163747,-624.0869342479087,0
203,2020-03-29,6231.81,6260.0,5857.6,5876.27,251335.919,56.79415777056839,8062.884599999999,-458.67751984689767,-591.0050513677065,0
204,2020-03-30,5876.27,6606.15,5850.0,6391.08,387321.998,67.04814581647031,7987.3586,-417.28314012056944,-556.2606691182791,0
205,2020-03-31,6389.52,6516.63,6320.0,6407.1,262522.644,64.7110285894685,7918.189399999999,-378.81833389486474,-520.7722020735963,0
206,2020-04-01,6407.1,6693.0,6140.0,6641.51,390529.602,66.09132906071893,7846.4384,-325.66569843147954,-481.75090134517296,0
207,2020-04-02,6641.22,7290.0,6542.73,6791.63,531321.428,59.663919511934054,7775.4712,-268.3352210920011,-439.0677652945386,0
208,2020-04-03,6791.65,7049.11,6600.0,6729.8,411944.927,57.99994525064558,7705.2746,-225.29253689620418,-396.31271961487175,0
209,2020-04-04,6729.8,7020.0,6629.99,6851.1,319849.757,59.8469133325268,7635.1602,-179.32584657874395,-352.91534500764624,0
210,2020-04-05,6851.4,6893.44,6668.02,6768.9,239224.508,65.47531806780066,7572.238399999999,-147.82572343453558,-311.8974206930241,0
211,2020-04-06,6768.9,7370.0,6760.0,7325.73,461331.013,64.36114730552491,7520.3158,-77.04202896617335,-264.926342347654,0
212,2020-04-07,7325.73,7457.0,7070.43,7192.9,419572.04,57.90533277779917,7469.8538,-31.302872001318065,-218.2016482783868,0
213,2020-04-08,7192.9,7417.83,7145.14,7357.66,332599.575,61.58587175536328,7413.520600000001,18.0326255865466,-170.95479350540015,0
214,2020-04-09,7357.15,7365.69,7105.98,7278.65,293638.581,59.168262322444725,7367.2206,50.17750118289041,-126.72833456774204,0
215,2020-04-10,7278.83,7290.0,6741.0,6857.82,440148.453,58.368632814574795,7312.3372,41.21992506967945,-93.13868264025774,0
216,2020-04-11,6858.0,6944.28,6757.29,6874.18,224157.844,61.06731268861903,7256.192999999999,35.03720959557177,-67.50350419309184,0
217,2020-04-12,6874.17,7173.98,6775.66,6900.52,321594.822,69.86790293484374,7201.019400000001,31.895113886847867,-47.6237805771039,0
218,2020-04-13,6900.19,6900.99,6558.0,6834.0,421954.773,60.400308073787414,7138.837,23.76344216193047,-33.34633602929703,0
219,2020-04-14,6834.01,6975.6,6751.0,6864.11,280445.427,60.660617229233225,7082.8602,19.523603150533745,-22.772348193330874,0
220,2020-04-15,6864.11,6929.0,6602.59,6616.89,281136.689,49.42910409690854,7028.678000000001,-3.7419528059790537,-18.966269115860513,0
221,2020-04-16,6616.88,7190.92,6465.33,7098.15,559868.603,56.161453726782966,6994.796599999999,16.463801960922865,-11.880254900503838,1
222,2020-04-17,7098.15,7140.0,6981.0,7022.44,277339.601,55.84980489989125,6958.685399999999,26.067355673329075,-4.290732785737255,0
223,2020-04-18,7022.0,7290.0,7008.11,7242.42,225807.171,57.52550039231372,6929.5424,50.842705668253984,6.735954905060994,0
224,2020-04-19,7242.49,7258.42,7055.0,7118.03,216975.114,56.606929962341276,6901.2634,59.75133936036491,17.339031796121777,0
225,2020-04-20,7118.04,7208.55,6735.95,6825.29,445104.981,39.477977847489136,6867.012400000001,42.69763254523332,22.41075194594409,0
226,2020-04-21,6825.28,6940.0,6759.16,6838.0,288024.528,42.141066635960215,6825.3784000000005,29.86378666391738,23.90135888953875,0
227,2020-04-22,6838.0,7154.9,6812.57,7120.06,306482.163,44.99840016166789,6792.479600000001,41.968963974409235,27.514879906512846,0
228,2020-04-23,7120.06,7802.38,7020.0,7483.35,472510.047,53.84843881602696,6767.008000000001,79.95519732052799,38.002943389315874,0
229,2020-04-24,7483.36,7612.91,7388.0,7504.11,278378.368,64.30193188607848,6735.834,110.46138928890468,52.49463256923364,0
230,2020-04-25,7504.62,7722.33,7433.0,7534.01,243266.807,64.51458211430759,6703.7246,135.48861787622172,69.09342963063126,0
231,2020-04-26,7534.01,7709.57,7476.86,7694.17,269921.936,66.48759145923441,6679.6644,166.3291118648467,88.54056607747437,0
232,2020-04-27,7693.63,7795.6,7623.98,7774.0,290336.169,69.42052460208586,6674.3752,194.96460872926855,109.82537460783321,0
233,2020-04-28,7774.0,7780.0,7662.49,7735.75,217652.761,67.94783095714628,6670.4472,212.12672611616108,130.28564490949879,0
234,2020-04-29,7735.76,8988.66,7710.0,8784.2,871197.569,83.55498855856497,6688.177999999999,306.7924679307789,165.58700951375482,0
235,2020-04-30,8784.05,9479.77,8400.0,8624.76,944211.711,76.2514315586019,6701.905400000001,364.7457133076923,205.41875027254233,0
236,2020-05-01,8623.61,9065.0,8619.84,8830.52,417820.386,79.76047825342691,6783.2228000000005,422.4079344627362,248.8165871105811,0
237,2020-05-02,8830.52,9020.0,8755.01,8975.18,295769.728,79.24588171752632,6851.3212,474.31095178406395,293.9154600452777,0
238,2020-05-03,8975.18,9200.0,8727.24,8900.0,451322.713,80.58451388340615,6925.981,503.57319097559866,335.84700623134194,0
239,2020-05-04,8899.99,8954.94,8526.0,8873.98,440135.307,88.7060877319599,6996.314200000001,518.6850514136895,372.4146152678115,0
240,2020-05-05,8873.99,9118.17,8766.12,9022.78,409920.13,89.2584526479213,7076.244600000001,536.4839728234347,405.22848677893614,0
241,2020-05-06,9022.76,9405.0,8916.01,9148.27,507753.8,88.61800692310325,7153.0624,554.3258175424826,435.04795293164545,0
242,2020-05-07,9148.29,10080.0,9022.0,9995.0,738920.219,90.38762731433089,7245.169599999999,629.5327805839888,473.9449184621142,0
243,2020-05-08,9994.74,10045.03,9726.0,9807.49,458034.211,85.15344089763074,7318.1274,666.3233894560053,512.4206126608924,0
244,2020-05-09,9809.63,9923.98,9528.23,9550.67,411941.957,78.78393422968226,7385.0654,667.0674460998252,543.349979348679,0
245,2020-05-10,9550.25,9580.0,7940.0,8719.53,842909.031,62.28246703465195,7435.7822,593.7467218623624,553.4293278514157,0
246,2020-05-11,8723.23,9164.0,8151.12,8561.09,805164.964,59.25402509940766,7490.8006000000005,516.8962772676296,546.1227177346585,0
247,2020-05-12,8560.73,8981.0,8520.43,8808.71,369716.041,62.02314625979927,7537.698,470.5484215051729,531.0078584887614,0
248,2020-05-13,8808.71,9397.0,8790.04,9305.91,379719.0,56.67010159020764,7588.9896,468.53630178809,518.5135471486271,0
249,2020-05-14,9305.91,9950.0,9250.66,9786.8,602528.438,63.728362624224395,7651.2573999999995,499.9820051232746,514.8072387435567,0
250,2020-05-15,9787.62,9843.5,9100.0,9310.73,504107.096,55.33262114747799,7702.796799999999,480.94405753547653,508.0346025019407,0
251,2020-05-16,9311.21,9585.0,9210.03,9374.99,287768.201,54.520518207124546,7763.2238,465.67359651899096,499.56240130535076,0
252,2020-05-17,9374.99,9880.0,9317.16,9678.57,300859.34,58.37069434499427,7832.1762,472.61994647451866,494.1739103391844,0
253,2020-05-18,9677.31,9958.67,9450.0,9731.1,363732.37,59.16298203152396,7909.272800000001,476.86668850264505,490.71246597187655,0
254,2020-05-19,9731.11,9900.0,9462.0,9773.64,376313.845,58.21362468878669,7976.924,478.1530340973004,488.20057959696135,0
